Author;IdInDiva;Type;Year;LevelND
Pecorari, Diane;709194;Artikel i tidskrift;2013;1
Pecorari, Diane;709196;Kapitel i bok, del av antologi;2012;1
Pecorari, Diane;709204;Konferensbidrag;2012;0
Pecorari, Diane;770189;Artikel i tidskrift;2015;1
Pecorari, Diane;822793;Kapitel i bok, del av antologi;2015;2
Pecorari, Diane;895464;Artikel i tidskrift;2015;1
Pecorari, Diane;914426;Kapitel i bok, del av antologi;2015;1
Pehrsson, Anders;452550;Artikel i tidskrift;2011;1
Pehrsson, Anders;452552;Artikel i tidskrift;2011;1
Pehrsson, Anders;577339;Artikel i tidskrift;2012;1
Pehrsson, Anders;577340;Konferensbidrag;2012;1
Pehrsson, Anders;577345;Konferensbidrag;2012;0
Pehrsson, Anders;656703;Artikel i tidskrift;2013;1
Pehrsson, Anders;656705;Artikel i tidskrift;2013;0
Pehrsson, Anders;656706;Konferensbidrag;2013;0
Pehrsson, Anders;708010;Artikel i tidskrift;2014;1
Pehrsson, Anders;788330;Artikel i tidskrift;2014;1
Pehrsson, Anders;788331;Artikel i tidskrift;2014;1
Pehrsson, Anders;908102;Artikel i tidskrift;2015;0
Pehrsson, Anders;908114;Artikel i tidskrift;2015;1
Peighambari, Kaveh;805138;Artikel i tidskrift;2015;1
Peltola, Pasi;338044;Artikel i tidskrift;2011;0
Peltola, Pasi;474249;Artikel i tidskrift;2012;1
Peltola, Pasi;479288;Artikel i tidskrift;2012;1
Peltola, Pasi;479604;Konferensbidrag;2011;0
Peltola, Pasi;574454;Artikel i tidskrift;2012;2
Peltola, Pasi;620648;Artikel i tidskrift;2013;2
Peltola, Pasi;692265;Artikel i tidskrift;2014;1
Peltola, Pasi;720322;Artikel i tidskrift;2014;2
Peltola, Pasi;820655;Artikel i tidskrift;2015;1
Peltola, Pasi;865033;Artikel i tidskrift;2015;1
Pemunta, Ngambouk Vitalis;708853;Artikel i tidskrift;2013;0
Pemunta, Ngambouk Vitalis;708854;Artikel i tidskrift;2014;2
Pemunta, Ngambouk Vitalis;708855;Kapitel i bok, del av antologi;2013;1
Pemunta, Ngambouk Vitalis;708858;Kapitel i bok, del av antologi;2013;1
Pemunta, Ngambouk Vitalis;708859;Kapitel i bok, del av antologi;2013;1
Pemunta, Ngambouk Vitalis;708860;Kapitel i bok, del av antologi;2014;1
Pemunta, Ngambouk Vitalis;708862;Artikel i tidskrift;2015;1
Pemunta, Ngambouk Vitalis;768290;Artikel i tidskrift;2014;1
Pemunta, Ngambouk Vitalis;773984;Artikel i tidskrift;2014;0
Peng, Aihui;461511;Konferensbidrag;2011;1
Peng, Aihui;461512;Konferensbidrag;2011;1
Peng, Aihui;648250;Kapitel i bok, del av antologi;2013;1
Peng, Aihui;648251;Kapitel i bok, del av antologi;2013;1
Peng, Aihui;648253;Kapitel i bok, del av antologi;2013;2
Peng, Aihui;648255;Konferensbidrag;2012;1
Peng, Aihui;648256;Konferensbidrag;2012;1
Peng, Aihui;797030;Artikel i tidskrift;2014;0
Peng, Aihui;909101;Konferensbidrag;2015;0
Pérez Blanco, Eva;627263;Artikel i tidskrift;2013;1
Pérez Blanco, Eva;664862;Artikel i tidskrift;2013;1
Pérez Blanco, Eva;734484;Artikel i tidskrift;2014;1
Pérez Blanco, Eva;847938;Artikel i tidskrift;2015;1
Perez, Miguel;586139;Konferensbidrag;2012;1
Perez, Miguel;642690;Konferensbidrag;2012;0
Perez, Miguel;733235;Konferensbidrag;2014;1
Perez, Miguel;854455;Konferensbidrag;2015;0
Perez, Miguel;854460;Kapitel i bok, del av antologi;2015;0
Perk, Joep;528254;Artikel i tidskrift;2011;2
Perk, Joep;528275;Konferensbidrag;2012;0
Perk, Joep;545726;Artikel i tidskrift;2011;2
Perk, Joep;556569;Artikel i tidskrift;2012;1
Perk, Joep;557740;Artikel i tidskrift;2013;1
Perk, Joep;557750;Artikel i tidskrift;2012;1
Perk, Joep;574970;Artikel i tidskrift;2012;1
Perk, Joep;574977;Artikel i tidskrift;2012;1
Perk, Joep;574979;Artikel i tidskrift;2012;1
Perk, Joep;589422;Artikel i tidskrift;2012;1
Perk, Joep;612561;Artikel i tidskrift;2013;1
Perk, Joep;642678;Artikel, forskningsöversikt;2013;2
Perk, Joep;664263;Artikel i tidskrift;2013;1
Perk, Joep;675547;Artikel i tidskrift;2013;2
Perk, Joep;675549;Artikel i tidskrift;2013;2
Perk, Joep;717407;Artikel i tidskrift;2014;1
Perk, Joep;801616;Artikel i tidskrift;2015;1
Perk, Joep;847454;Artikel i tidskrift;2015;1
Perk, Joep;867820;Artikel i tidskrift;2015;1
Perk, Joep;951562;Kapitel i bok, del av antologi;2015;1
Perk, Joep;952579;Artikel i tidskrift;2015;1
Persdotter Isaksson, Maria;726597;Konferensbidrag;2014;1
Persson, Anders;823063;Bok;2014;1
Persson, Anders;823072;Artikel i tidskrift;2015;0
Persson, Bengt A.;827259;Artikel i tidskrift;2015;1
Persson, Bengt L.;476118;Artikel i tidskrift;2011;1
Persson, Bengt L.;476148;Artikel i tidskrift;2012;0
Persson, Bengt L.;528925;Artikel i tidskrift;2012;1
Persson, Bengt L.;536992;Artikel i tidskrift;2012;1
Persson, Bengt L.;542018;Artikel i tidskrift;2012;2
Persson, Bengt L.;574482;Artikel i tidskrift;2012;1
Persson, Bengt L.;587472;Artikel i tidskrift;2013;2
Persson, Bengt L.;638664;Artikel i tidskrift;2013;1
Persson, Bengt L.;660376;Artikel i tidskrift;2013;1
Persson, Bengt L.;873550;Artikel, forskningsöversikt;2015;1
Persson, Carina;533801;Artikel i tidskrift;2012;1
Persson, Carina;533804;Artikel i tidskrift;2012;1
Persson, Carina;577713;Artikel i tidskrift;2014;1
Persson, Carina;694063;Artikel i tidskrift;2013;1
Persson, Carina;706474;Artikel i tidskrift;2014;1
Persson, Carina;706478;Artikel i tidskrift;2015;1
Persson, Carina;745571;Artikel, forskningsöversikt;2014;1
Persson, Carina;782307;Artikel i tidskrift;2014;1
Persson, Carina;805642;Artikel i tidskrift;2015;1
Persson, Fabian;421775;Kapitel i bok, del av antologi;2011;0
Persson, Fabian;454216;Kapitel i bok, del av antologi;2011;1
Persson, Fabian;667827;Kapitel i bok, del av antologi;2014;2
Persson, Fabian;768250;Kapitel i bok, del av antologi;2014;0
Persson, Fabian;768261;Kapitel i bok, del av antologi;2014;1
Persson, Fabian;788424;Kapitel i bok, del av antologi;2014;2
Persson, Fabian;812137;Kapitel i bok, del av antologi;2015;0
Persson, Fabian;818647;Artikel i tidskrift;2014;0
Persson, Fabian;819528;Kapitel i bok, del av antologi;2015;1
Persson, Fabian;819531;Kapitel i bok, del av antologi;2015;1
Persson, Fabian;872938;Kapitel i bok, del av antologi;2015;2
Persson, Helena;440672;Konferensbidrag;2011;0
Persson, Helena;713708;Artikel i tidskrift;2014;1
Persson, Helena;715625;Konferensbidrag;2012;0
Persson, Karl-Johan;343817;Artikel i tidskrift;2011;1
Persson, Karl-Johan;675738;Artikel i tidskrift;2013;1
Persson, Katarina;466489;Artikel i tidskrift;2011;1
Persson, Katarina;576293;Artikel i tidskrift;2012;1
Persson, Katarina;607366;Artikel i tidskrift;2012;1
Persson, M.;951964;Konferensbidrag;2015;1
Persson, Magnus;631670;Konferensbidrag;2012;0
Persson, Magnus;631671;Konferensbidrag;2011;0
Persson, Magnus;646039;Kapitel i bok, del av antologi;2013;1
Persson, Magnus;734941;Konferensbidrag;2014;0
Persson, Magnus;734952;Konferensbidrag;2014;0
Persson, Magnus;860263;Artikel i tidskrift;2012;0
Persson, Magnus P. S.;809659;Kapitel i bok, del av antologi;2014;0
Persson, Malin;574434;Artikel i tidskrift;2012;1
Persson, Malin;574447;Artikel i tidskrift;2012;2
Persson, Malin;610664;Konferensbidrag;2013;1
Persson, Malin;610677;Konferensbidrag;2013;1
Persson, Malin;612554;Artikel i tidskrift;2013;1
Persson, Malin;637252;Artikel i tidskrift;2013;2
Persson, Malin;642575;Artikel i tidskrift;2013;1
Persson, Malin;676784;Artikel i tidskrift;2013;2
Persson, Malin;679608;Artikel i tidskrift;2013;1
Persson, Malin;851447;Artikel i tidskrift;2015;2
Persson, Malin;853548;Artikel i tidskrift;2015;1
Persson, Pernilla;344053;Artikel i tidskrift;2011;1
Persson, Sylvi;414856;Artikel i tidskrift;2012;1
Persson, Sylvi;565672;Artikel i tidskrift;2012;0
Pertsova, Anna;635832;Artikel i tidskrift;2014;2
Pertsova, Anna;639873;Artikel i tidskrift;2013;2
Pertsova, Anna;639874;Konferensbidrag;2013;1
Pertsova, Anna;661695;Artikel i tidskrift;2014;1
Pertsova, Anna;662255;Artikel i tidskrift;2013;1
Pertsova, Anna;691922;Artikel i tidskrift;2014;2
Pertsova, Anna;691924;Artikel i tidskrift;2014;2
Pertsova, Anna;707955;Artikel i tidskrift;2014;1
Pertsova, Anna;709710;Artikel i tidskrift;2014;2
Pertsova, Anna;761358;Artikel i tidskrift;2015;2
Pertsova, Anna;785083;Artikel i tidskrift;2015;2
Pertsova, Anna;816294;Kapitel i bok, del av antologi;2015;1
Peterson, Ulla;718060;Artikel i tidskrift;2014;1
Peterson, Ulla;756091;Artikel i tidskrift;2011;1
Peterson, Ulla;756094;Artikel i tidskrift;2011;1
Peterson, Ulla;756131;Kapitel i bok, del av antologi;2014;0
Peterson, Ulla;756881;Artikel i tidskrift;2015;1
Petersson, Bodil;752539;Kapitel i bok, del av antologi;2012;0
Petersson, Bodil;788550;Kapitel i bok, del av antologi;2014;0
Petersson, Bodil;846555;Kapitel i bok, del av antologi;2015;1
Petersson, Bodil;846569;Artikel i tidskrift;2015;1
Petersson, Bodil;920946;Bok;2014;1
Petersson, Göran;309339;Artikel i tidskrift;2011;1
Petersson, Göran;400814;Artikel i tidskrift;2011;1
Petersson, Göran;437724;Artikel i tidskrift;2011;0
Petersson, Göran;445568;Artikel i tidskrift;2011;1
Petersson, Göran;472437;Artikel i tidskrift;2011;2
Petersson, Göran;472446;Artikel i tidskrift;2011;2
Petersson, Göran;472448;Artikel i tidskrift;2011;1
Petersson, Göran;547297;Artikel i tidskrift;2012;0
Petersson, Göran;549781;Artikel i tidskrift;2012;0
Petersson, Göran;559254;Artikel i tidskrift;2012;1
Petersson, Göran;574815;Artikel i tidskrift;2013;1
Petersson, Göran;574823;Artikel i tidskrift;2012;1
Petersson, Göran;615485;Artikel i tidskrift;2013;1
Petersson, Göran;618433;Artikel i tidskrift;2014;1
Petersson, Göran;648364;Artikel i tidskrift;2013;1
Petersson, Göran;663396;Artikel i tidskrift;2014;1
Petersson, Göran;678100;Artikel i tidskrift;2014;1
Petersson, Göran;717538;Konferensbidrag;2014;0
Petersson, Göran;720310;Artikel i tidskrift;2014;1
Petersson, Göran;748879;Artikel i tidskrift;2015;1
Petersson, Göran;748883;Artikel i tidskrift;2014;1
Petersson, Göran;748888;Artikel i tidskrift;2014;1
Petersson, Göran;748895;Artikel i tidskrift;2015;1
Petersson, Göran;823503;Artikel i tidskrift;2012;0
Petersson, Jan;389031;Artikel i tidskrift;2011;0
Petersson, Jan;389050;Kapitel i bok, del av antologi;2011;2
Petersson, Johanna;810876;Artikel i tidskrift;2014;1
Petersson, Karina;621122;Artikel i tidskrift;2012;0
Petersson, Margareta;452841;Kapitel i bok, del av antologi;2011;1
Petersson, Margareta;452846;Kapitel i bok, del av antologi;2011;1
Petersson, Margareta;589297;Artikel i tidskrift;2012;0
Petersson, Margareta;676104;Kapitel i bok, del av antologi;2013;0
Petersson, Margareta;676111;Kapitel i bok, del av antologi;2013;1
Petersson, Margareta;871689;Kapitel i bok, del av antologi;2015;1
Petersson, Otto;475568;Kapitel i bok, del av antologi;2011;1
Petersson, Otto;475574;Kapitel i bok, del av antologi;2011;1
Petersson, Otto;475575;Kapitel i bok, del av antologi;2011;1
Petersson, Otto;475577;Kapitel i bok, del av antologi;2011;1
Petrakou, Alexandra;351853;Konferensbidrag;2011;1
Pettersson, Jens;420328;Konferensbidrag;2011;0
Pettersson, Jens;441219;Konferensbidrag;2011;0
Pettersson, Jens;512058;Artikel i tidskrift;2011;0
Pettersson, Oskar;461511;Konferensbidrag;2011;1
Pettersson, Oskar;461512;Konferensbidrag;2011;1
Pettersson, Oskar;474798;Konferensbidrag;2011;1
Pettersson, Oskar;529622;Kapitel i bok, del av antologi;2012;1
Pettersson, Oskar;530192;Kapitel i bok, del av antologi;2012;1
Pettersson, Oskar;683958;Konferensbidrag;2013;1
Pettersson, Oskar;798415;Konferensbidrag;2014;1
Pettersson, Roger;889173;Kapitel i bok, del av antologi;2015;0
Pettersson, Ulf;611137;Kapitel i bok, del av antologi;2013;1
Philipson, Sarah;355984;Konferensbidrag;2012;0
Philipson, Sarah;452526;Kapitel i bok, del av antologi;2012;1
Philipson, Sarah;452527;Kapitel i bok, del av antologi;2012;1
Philipson, Sarah;576839;Bok;2012;1
Philipson, Sarah;613671;Artikel i tidskrift;2013;1
Philipson, Sarah;807533;Konferensbidrag;2014;0
Philipson, Sarah;915414;Konferensbidrag;2015;0
Pinhassi, Jarone;447714;Artikel i tidskrift;2011;1
Pinhassi, Jarone;448031;Artikel i tidskrift;2011;2
Pinhassi, Jarone;448032;Artikel i tidskrift;2011;1
Pinhassi, Jarone;528725;Artikel i tidskrift;2012;1
Pinhassi, Jarone;541645;Artikel i tidskrift;2012;2
Pinhassi, Jarone;572253;Artikel i tidskrift;2013;1
Pinhassi, Jarone;577111;Artikel i tidskrift;2013;1
Pinhassi, Jarone;616983;Artikel i tidskrift;2013;1
Pinhassi, Jarone;627297;Artikel i tidskrift;2013;2
Pinhassi, Jarone;627388;Artikel i tidskrift;2013;2
Pinhassi, Jarone;662488;Artikel i tidskrift;2013;1
Pinhassi, Jarone;706816;Kapitel i bok, del av antologi;2013;1
Pinhassi, Jarone;711766;Artikel i tidskrift;2014;1
Pinhassi, Jarone;722354;Artikel i tidskrift;2014;1
Pinhassi, Jarone;750247;Artikel i tidskrift;2014;2
Pinhassi, Jarone;750248;Artikel i tidskrift;2014;2
Pinhassi, Jarone;815025;Artikel i tidskrift;2015;1
Pinhassi, Jarone;815303;Artikel i tidskrift;2015;1
Pinhassi, Jarone;815313;Artikel i tidskrift;2015;1
Pinhassi, Jarone;821453;Artikel i tidskrift;2015;1
Pinhassi, Jarone;843068;Artikel i tidskrift;2015;1
Pinhassi, Jarone;843072;Artikel i tidskrift;2015;2
Pinhassi, Jarone;867703;Artikel i tidskrift;2015;2
Pinhassi, Jarone;885953;Artikel i tidskrift;2015;1
Plathner, Jean-Georges;624591;Artikel i tidskrift;2011;1
Plathner, Jean-Georges;624593;Artikel i tidskrift;2012;0
Plathner, Jean-Georges;667472;Artikel i tidskrift;2012;1
Platzer, Ellinor;532641;Konferensbidrag;2011;0
Platzer, Ellinor;543802;Kapitel i bok, del av antologi;2011;1
Platzer, Ellinor;749748;Artikel i tidskrift;2013;0
Pllana, Sabri;783521;Konferensbidrag;2014;1
Pllana, Sabri;796452;Konferensbidrag;2014;1
Pllana, Sabri;852873;Konferensbidrag;2015;1
Pllana, Sabri;852877;Konferensbidrag;2015;1
Pllana, Sabri;877421;Konferensbidrag;2015;1
Pllana, Sabri;881972;Konferensbidrag;2015;1
Ponomareva, Yuliya;659420;Artikel i tidskrift;2013;1
Ponomareva, Yuliya;784883;Kapitel i bok, del av antologi;2014;0
Ponomareva, Yuliya;819686;Artikel i tidskrift;2015;1
Poska, A.;709651;Artikel i tidskrift;2014;1
Posti, Piia K.;641222;Kapitel i bok, del av antologi;2011;1
Posti, Piia K.;643051;Kapitel i bok, del av antologi;2013;0
Posti, Piia K.;753512;Artikel i tidskrift;2014;0
Posti, Piia K.;785488;Artikel i tidskrift;2014;1
Pourmand Hilmersson, Firouze;709731;Kapitel i bok, del av antologi;2013;0
Pourmand Hilmersson, Firouze;709732;Kapitel i bok, del av antologi;2012;1
Pourmand Hilmersson, Firouze;804951;Artikel i tidskrift;2015;1
Pourmand Hilmersson, Firouze;915441;Artikel i tidskrift;2015;1
Prangova, Mimi;413354;Kapitel i bok, del av antologi;2011;1
Priebe, Gisela;700202;Artikel i tidskrift;2015;1
Priebe, Gisela;711251;Artikel i tidskrift;2013;1
Priebe, Gisela;747153;Artikel i tidskrift;2014;0
Priebe, Gisela;784473;Artikel i tidskrift;2015;1
Priebe, Gisela;795871;Artikel i tidskrift;2015;1
Priebe, Gisela;865053;Artikel i tidskrift;2015;1
Prokhorov, Dmitry;807171;Artikel i tidskrift;2015;1
Prokoph, Heike;822572;Artikel i tidskrift;2015;1
Prokoph, Heike;854170;Konferensbidrag;2015;0
Prokoph, Heike;854172;Konferensbidrag;2015;0
Prokoph, Heike;911987;Konferensbidrag;2015;0
Pålsson, Jonas;653667;Artikel i tidskrift;2013;1
Qvarnström, Anna;467157;Artikel i tidskrift;2013;0
Qvarnström, Anna;743397;Artikel i tidskrift;2014;1
Qvarnström, Anna;798096;Artikel i tidskrift;2015;1
Rahimi, Afshin;733406;Konferensbidrag;2014;1
Rahmqvist Linnarsson, Josefin;511611;Artikel i tidskrift;2013;1
Rahmqvist Linnarsson, Josefin;801598;Artikel i tidskrift;2015;2
Rajan, Sukithar;853551;Artikel i tidskrift;2015;1
Rashiti, Judita;868846;Konferensbidrag;2015;0
Rask, Lars-Olof;418737;Artikel i tidskrift;2012;1
Rask, Mikael;389129;Artikel i tidskrift;2013;1
Rask, Mikael;414856;Artikel i tidskrift;2012;1
Rask, Mikael;455662;Artikel i tidskrift;2011;2
Rask, Mikael;565672;Artikel i tidskrift;2012;0
Rask, Mikael;577173;Artikel i tidskrift;2012;1
Rask, Mikael;580444;Artikel i tidskrift;2012;1
Rask, Mikael;580452;Artikel i tidskrift;2013;1
Rask, Mikael;704906;Artikel i tidskrift;2014;1
Rask, Mikael;711233;Artikel i tidskrift;2013;1
Rask, Mikael;767392;Artikel i tidskrift;2014;1
Rask, Mikael;774860;Artikel i tidskrift;2013;1
Rask, Mikael;774865;Artikel i tidskrift;2015;1
Rask, Mikael;847187;Artikel i tidskrift;2015;1
Rask, Mikael;883393;Artikel i tidskrift;2015;1
Rask, Mikael;915782;Kapitel i bok, del av antologi;2014;0
Rask, Mikael;926105;Artikel i tidskrift;2015;1
Rasmusson, Helené;572886;Konferensbidrag;2012;0
Rasmusson, Helené;617349;Artikel i tidskrift;2013;0
Raustorp, Anders;376057;Artikel i tidskrift;2011;1
Raustorp, Anders;415952;Artikel i tidskrift;2011;1
Raustorp, Anders;415954;Artikel i tidskrift;2012;1
Raustorp, Anders;420636;Artikel i tidskrift;2012;1
Raustorp, Anders;423898;Kapitel i bok, del av antologi;2011;0
Raustorp, Anders;452419;Artikel i tidskrift;2011;1
Raustorp, Anders;540068;Artikel i tidskrift;2013;1
Raustorp, Anders;567961;Artikel i tidskrift;2013;1
Raustorp, Anders;620363;Artikel i tidskrift;2011;1
Raustorp, Anders;655728;Artikel i tidskrift;2013;1
Raustorp, Anders;656024;Artikel i tidskrift;2014;1
Raustorp, Anders;662062;Bok;2013;0
Raustorp, Anders;685317;Artikel i tidskrift;2013;1
Raustorp, Anders;714921;Artikel i tidskrift;2015;1
Raustorp, Anders;715304;Artikel, forskningsöversikt;2014;0
Raustorp, Anders;750596;Artikel i tidskrift;2014;1
Raustorp, Anders;805186;Artikel i tidskrift;2015;1
Raustorp, Anders;805190;Artikel i tidskrift;2014;1
Raustorp, Anders;821876;Artikel i tidskrift;2015;1
Raustorp, Anders;847411;Artikel i tidskrift;2015;1
Razmjoo, Narges;631264;Konferensbidrag;2013;0
Razmjoo, Narges;703592;Artikel i tidskrift;2014;1
Razmjoo, Narges;734437;Artikel i tidskrift;2014;2
Razmjoo, Narges;805028;Konferensbidrag;2015;0
Razmjoo, Narges;844008;Konferensbidrag;2015;0
Real-Delgado, Yeray;762017;Konferensbidrag;2014;0
Regnell, Astrid;931649;Kapitel i bok, del av antologi;2012;0
Regnell, Astrid;932144;Artikel i tidskrift;2012;1
Reinap, Ausra;418559;Artikel i tidskrift;2012;1
Reneland-Forsman, Linda;395970;Kapitel i bok, del av antologi;2011;1
Reneland-Forsman, Linda;458354;Artikel i tidskrift;2011;0
Reneland-Forsman, Linda;509015;Konferensbidrag;2012;0
Reneland-Forsman, Linda;527695;Artikel i tidskrift;2012;2
Reneland-Forsman, Linda;651549;Artikel i tidskrift;2013;1
Reneland-Forsman, Linda;652156;Artikel i tidskrift;2013;1
Rennemark, Mikael;281456;Artikel i tidskrift;2012;1
Rennemark, Mikael;452457;Artikel i tidskrift;2012;1
Rennemark, Mikael;452459;Konferensbidrag;2011;0
Rennemark, Mikael;452463;Konferensbidrag;2011;0
Rennemark, Mikael;667010;Artikel i tidskrift;2015;1
Rennemark, Mikael;667023;Artikel i tidskrift;2015;1
Rennemark, Mikael;699435;Artikel i tidskrift;2014;1
Rennemark, Mikael;770105;Artikel i tidskrift;2014;1
Rennemark, Mikael;812170;Artikel i tidskrift;2015;1
Reski, Nico;715986;Konferensbidrag;2014;1
Riber Larsen, Gunvor;666451;Artikel i tidskrift;2013;1
Richardson, David;708879;Konferensbidrag;2012;0
Ricknell, Emma;749479;Konferensbidrag;2014;0
Riemann, Lasse;421479;Artikel i tidskrift;2011;1
Riemann, Lasse;576275;Artikel i tidskrift;2012;1
Riemann, Lasse;576343;Artikel i tidskrift;2012;2
Riemann, Lasse;577139;Artikel i tidskrift;2012;2
Riemann, Lasse;612507;Artikel i tidskrift;2013;1
Riemann, Lasse;642632;Artikel i tidskrift;2013;2
Riemann, Lasse;653665;Artikel i tidskrift;2013;2
Riemann, Lasse;681115;Artikel i tidskrift;2013;1
Riemann, Lasse;768351;Artikel i tidskrift;2014;2
Ringfjord, Britt-Marie;632014;Kapitel i bok, del av antologi;2012;1
Romanov, Mikhail;343839;Artikel i tidskrift;2011;0
Romero-Oliva, Claudia;572253;Artikel i tidskrift;2013;1
Roos, Helena;620014;Konferensbidrag;2013;0
Roos, Helena;620431;Konferensbidrag;2013;0
Roos, Helena;680681;Konferensbidrag;2012;1
Roos, Helena;710072;Konferensbidrag;2014;0
Roos, Helena;793195;Konferensbidrag;2015;0
Roos, Helena;805295;Konferensbidrag;2015;0
Roos, Helena;921011;Konferensbidrag;2015;1
Rooth, Dan-Olof;463541;Artikel i tidskrift;2012;1
Rooth, Dan-Olof;464513;Artikel i tidskrift;2011;2
Rooth, Dan-Olof;464516;Artikel i tidskrift;2011;2
Rooth, Dan-Olof;526686;Artikel i tidskrift;2012;1
Rooth, Dan-Olof;526690;Artikel i tidskrift;2012;1
Rooth, Dan-Olof;578644;Artikel i tidskrift;2012;1
Rooth, Dan-Olof;588111;Artikel i tidskrift;2012;1
Rooth, Dan-Olof;588115;Artikel i tidskrift;2012;1
Rooth, Dan-Olof;694712;Artikel i tidskrift;2014;2
Rooth, Dan-Olof;708006;Artikel i tidskrift;2014;2
Rooth, Dan-Olof;720329;Artikel i tidskrift;2014;2
Rooth, Dan-Olof;721069;Artikel i tidskrift;2014;0
Rooth, Dan-Olof;731838;Artikel i tidskrift;2014;1
Rooth, Dan-Olof;737744;Artikel i tidskrift;2015;2
Rooth, Dan-Olof;759664;Artikel i tidskrift;2014;2
Rooth, Dan-Olof;769912;Artikel i tidskrift;2014;1
Rooth, Dan-Olof;781056;Artikel i tidskrift;2014;2
Rooth, Dan-Olof;784482;Artikel i tidskrift;2014;1
Rooth, Dan-Olof;850456;Artikel i tidskrift;2015;1
Rosell, Erik;452465;Konferensbidrag;2011;0
Rosell, Erik;575613;Kapitel i bok, del av antologi;2012;2
Rosell, Erik;651005;Konferensbidrag;2013;0
Rosell, Erik;709945;Konferensbidrag;2014;0
Rosell, Erik;789274;Kapitel i bok, del av antologi;2015;2
Rosén, Christina;818760;Artikel i tidskrift;2014;0
Rosén, Christina;818763;Artikel i tidskrift;2014;0
Rosén, Ulla;435579;Kapitel i bok, del av antologi;2011;1
Rosén, Ulla;768814;Kapitel i bok, del av antologi;2014;0
Rosén, Ulla;787609;Kapitel i bok, del av antologi;2014;0
Rosendal Hansen, Arne;620231;Artikel i tidskrift;2011;1
Rosengren-Holmberg, Jenny P.;388220;Artikel i tidskrift;2011;1
Rosengren-Holmberg, Jenny P.;781034;Artikel i tidskrift;2015;2
Rosengren-Holmberg, Jenny P.;847354;Artikel i tidskrift;2015;1
Rosengren, Annika M.;355823;Kapitel i bok, del av antologi;2013;1
Rosengren, Annika M.;410700;Artikel i tidskrift;2011;1
Rosengren, Annika M.;468589;Artikel, forskningsöversikt;2011;1
Rosengren, Annika M.;477340;Artikel i tidskrift;2011;1
Rosengren, Annika M.;584765;Artikel i tidskrift;2012;1
Rosengren, Annika M.;584772;Artikel i tidskrift;2013;1
Rosengren, Annika M.;610618;Artikel i tidskrift;2013;2
Rosengren, Annika M.;610631;Artikel i tidskrift;2013;2
Rosengren, Annika M.;676787;Artikel i tidskrift;2013;2
Rosengren, Annika M.;683081;Kapitel i bok, del av antologi;2013;0
Rosengren, Annika M.;781075;Artikel i tidskrift;2014;1
Rosengren, Annika M.;782306;Artikel i tidskrift;2014;1
Rosengren, Annika M.;805616;Kapitel i bok, del av antologi;2015;1
Rosengren, Annika M.;805618;Artikel i tidskrift;2015;1
Rosengren, K. Johan;449052;Artikel i tidskrift;2012;1
Rosengren, K. Johan;565152;Artikel i tidskrift;2012;1
Rosengren, K. Johan;785959;Artikel i tidskrift;2015;1
Rosenlund, Joacim;555574;Konferensbidrag;2011;0
Rosenlund, Joacim;573905;Konferensbidrag;2012;0
Rosenlund, Joacim;575384;Konferensbidrag;2012;0
Rosenlund, Joacim;749950;Konferensbidrag;2014;0
Rosenlund, Joacim;777830;Artikel i tidskrift;2015;1
Rosenqvist, Johanna;414800;Konferensbidrag;2011;0
Rosenqvist, Johanna;437792;Konferensbidrag;2011;0
Rosenqvist, Johanna;467535;Konferensbidrag;2011;0
Rosenqvist, Johanna;467567;Konferensbidrag;2011;0
Rosenqvist, Johanna;468654;Konferensbidrag;2011;0
Rosenqvist, Johanna;638672;Kapitel i bok, del av antologi;2012;0
Rosenqvist, Johanna;677233;Kapitel i bok, del av antologi;2013;0
Rosenqvist, Johanna;677234;Kapitel i bok, del av antologi;2014;0
Rosenqvist, Johanna;911879;Kapitel i bok, del av antologi;2015;0
Rosling, Kaj;300726;Artikel i tidskrift;2012;2
Rosling, Kaj;700219;Artikel i tidskrift;2014;1
Rossholm, Anna Sofia;346450;Kapitel i bok, del av antologi;2011;0
Rossholm, Anna Sofia;516329;Artikel i tidskrift;2011;1
Rossholm, Anna Sofia;516332;Kapitel i bok, del av antologi;2012;0
Rossholm, Anna Sofia;623609;Kapitel i bok, del av antologi;2013;2
Rossholm, Anna Sofia;623635;Artikel i tidskrift;2013;1
Rossholm, Anna Sofia;787230;Artikel i tidskrift;2014;1
Rossholm, Anna Sofia;787289;Artikel i tidskrift;2015;2
Rossholm, Anna Sofia;787290;Kapitel i bok, del av antologi;2015;0
Roxberg, Åsa;389129;Artikel i tidskrift;2013;1
Roxberg, Åsa;414856;Artikel i tidskrift;2012;1
Roxberg, Åsa;451845;Artikel i tidskrift;2011;0
Roxberg, Åsa;503477;Konferensbidrag;2011;0
Roxberg, Åsa;565672;Artikel i tidskrift;2012;0
Roxberg, Åsa;573553;Artikel i tidskrift;2013;1
Roxberg, Åsa;584438;Kapitel i bok, del av antologi;2012;1
Roxberg, Åsa;593607;Artikel i tidskrift;2012;1
Roxberg, Åsa;593994;Artikel i tidskrift;2013;1
Roxberg, Åsa;636405;Artikel i tidskrift;2014;1
Roxberg, Åsa;713733;Artikel i tidskrift;2014;1
Roxberg, Åsa;734417;Artikel i tidskrift;2014;1
Roxberg, Åsa;767392;Artikel i tidskrift;2014;1
Roxberg, Åsa;767422;Artikel i tidskrift;2015;1
