PID;Name;Title;PublicationType;ContentType;Journal;JournalISSN;Status;Volume;Issue;HostPublication;Year;Edition;Publisher;Series;SeriesISSN;ISBN;Urls;DOI;ISI;CreatedDate;PublicationDate;LastUpdated;FullTextLink;NumberOfAuthors;FridaLevel;PartOfThesis;PublicationSubtype;Conference
849177;Hagevi, Magnus [mhgsvi] [0000-0003-0404-9496] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för statsvetenskap (ST) [12375]) (Statsvetenskap);Den svenska väljaren 2014;Bok;Övrigt vetenskapligt;;;;;;;2015;1;Gleerups Utbildning AB;;;978-91-40-68830-9;;;;27/08/15;27/08/15;26/01/16;;1;1;;;
849279;"Hörberg, Ulrica [uhoivosa] [0000-0002-8115-5359] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]);Dahlberg, Karin [kdaivosa] (Freelance Professor)";Caring potentials in the shadows of power, correction, and discipline : Forensic psychiatric care in the light of the work of Michel Foucault;Artikel i tidskrift;Refereegranskat;International Journal of Qualitative Studies on Health and Well-being;1748-2623;published;10;;;2015;;CoAction Publishing;;;;;10.3402/qhw.v10.28703;3,60578E+11;27/08/15;27/08/15;27/04/16;http://lnu.diva-portal.org/smash/get/diva2:849279/FULLTEXT01.pdf;2;1;;;
849320;Hyltén-Cavallius, Sara [shydes] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för design (DE) [12364]);'Designers are almost fake';Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Open Design Forum - co-creating our open societies through design : Conversations from Open Design Forum 2014;2015;;HKDI DESIS Lab for Social Design Research;;;978-988-13961-3-6;http://media.wix.com/ugd/3b6bab_3d020d88a68c4cb0a13632d7bf2ef01f.pdf;;;28/08/15;28/08/15;19/10/15;;1;0;;;
849327;Hyltén-Cavallius, Sara [shydes] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för design (DE) [12364]);Ageing in Sweden : Ageing in Alvesta - How can an immersive design pedagogy support better lives for an ageing popultation?;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Ageing, Ingenuity and Design : International Cases Collection 2015;2015;;DESIS Network;;;978-988-12325-6-4;http://media.wix.com/ugd/3b6bab_ab27137a10694015867f20f2019e2740.pdf;;;28/08/15;28/08/15;19/10/15;;1;0;;;
849559;"Smith, Dag (Uppsala University);Brännström, Daniel (Uppsala University);Jansson, Andreas [ajaehv] [0000-0001-6123-7886] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355]) (Corporate Governance)";Redovisningens språk;Bok;Övrigt vetenskapligt;;;;;;;2015;4;Studentlitteratur;;;9,78914E+12;;;;28/08/15;28/08/15;03/05/16;;3;1;;;
849614;Westphal, Bärbel [bwehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för språk (SPR) [12369]);Affären und Karrieren – Familienbildung im Wirtschaftswunderjahrzehnt in der Bundesrepublik : Martin Walsers Roman Ehen in Philippsburg;Artikel i tidskrift;Refereegranskat;Moderna Språk;2000-3560;published;109;1;;2015;;;;;;http://ojs.ub.gu.se/ojs/index.php/modernasprak/article/view/3161;;;29/08/15;29/08/15;31/08/15;http://lnu.diva-portal.org/smash/get/diva2:849614/FULLTEXT01.pdf;1;0;;;
849766;Larsson, Mats [klama] [0000-0002-8800-5476] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]);Agency, creolization and the transformation of tradition in the constitution of the earliest Neolithic in southern Scandinavia;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Neolithic Diversities : Perspectives from a conference in Lund, Sweden;2015;;Department of Archaeology and Ancient History;"Acta Archaeologica Lundensia Series In 8° ; 65";0065-0994;9,78919E+12;http://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=7765983&fileOId=7766836;;;31/08/15;31/08/15;21/09/15;;1;0;;;
849852;"Hult, Carl [ehuca] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Sjöfartshögskolan (SJÖ) [12387]);Österman, Cecilia [ceosaa] [0000-0002-2942-1584] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Sjöfartshögskolan (SJÖ) [12387])";Swedish Seafarers’ Occupational Commitment in Light of Gender and Family Situation;Konferensbidrag;Refereegranskat;;;;;;Safety of Marine Transport : Marine Navigation and Safety of Sea Transportation;2015;;;;;978-1-138-02859-3;;10.1201/b18515-6;;31/08/15;31/08/15;31/08/15;;2;0;;;11th Internal Conference Transnav 2015 on Marine Navigation and Safety of Sea Transportation
849891;"Flisbäck, Marita (University of Gothenburg, Sweden) (Centrum för kultursociologi);Lund, Anna [alucul] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Centrum för kultursociologi)";Artists' Autonomy and Professionalization in a New Cultural Policy Landscape;Artikel i tidskrift;Refereegranskat;Professions & Professionalism;1893-1049;published;5;2;;2015;;Oslo and Akershus University College of Applied Sciences;;;;;10.7577/pp.867;;31/08/15;31/08/15;14/09/15;;2;1;;;
849915;"Ahlin, Jane (Swedish Ergonomics and Human Factors Society, Sweden);Österman, Cecilia [ceosaa] [0000-0002-2942-1584] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Sjöfartshögskolan (SJÖ) [12387]);Osvalder, Anna-Lisa [0000-0002-7610-5218] (Chalmers University of technology, Sweden);Hemphälä, Hilevi (Lund University, Sweden);Glimne, Susanne (Karolinska Insitutet, Sweden);Hägg, Göran M (KTH Royal Institute of Technology, Sweden);Janzon, Olle (SSAB Europe, Occupational Health & Safety);Pettersson, Per Johan (Merident Optergo AB);Stavervik, Mathias (Ericsson AB, Sweden)";Strategies to develop and strengthen human factors and ergonomics knowledge among stakeholders in Sweden;Konferensbidrag;Refereegranskat;;;;;;Proceedings 19th Triennial Congress of the IEA, Melbourne 9-14 August 2015;2015;;International Ergonomics Association;;;;http://ergonomics.uq.edu.au/iea/proceedings/Index_files/papers/1720.pdf;;;31/08/15;31/08/15;31/08/15;http://lnu.diva-portal.org/smash/get/diva2:849915/FULLTEXT01.pdf;9;0;;;19th Triennial Congress of the International Ergonomics Association (IEA) Melbourne 9-14 August 2015
849988;"Åberg, Magnus (Karlstads universitet);Hedlin, Maria [qhema] [0000-0002-6016-4416] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för utbildningsvetenskap (UV) [12376])";Happy objects – happy men? : Affect and materiality in vocational training.;Artikel i tidskrift;Refereegranskat;Gender and Education;0954-0253;published;27;5;;2015;;Taylor & Francis Group;;;;http://www.tandfonline.com/doi/abs/10.1080/09540253.2015.1069797#.VeRCkv7otaQ;10.1080/09540253.2015.1069797;3,60217E+11;31/08/15;31/08/15;28/04/16;;2;2;;;
850312;"Gössling, Stefan [egost] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Lund Univ, Sweden ; Western Norway Res Inst, Norway);Peeters, Paul (NHTV Breda Univ Appl Sci, Netherlands ; Delft Univ Technol, Netherlands ; Wageningen Univ, Netherlands )";Assessing tourism's global environmental impact 1900-2050;Artikel i tidskrift;Refereegranskat;Journal of Sustainable Tourism;0966-9582;published;23;5;;2015;;;;;;;10.1080/09669582.2015.1008500;3,52584E+11;01/09/15;01/09/15;01/09/15;;2;1;;;
850352;"Gössling, Stefan [egost] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Dept Serv Management & Serv Studies,Sweden ; Univ Queensland, Australia);Choi, Andy S. (Univ Queensland, Australia ; Natl Inst Ecol, South Korea)";Transport transitions in Copenhagen : Comparing the cost of cars and bicycles;Artikel i tidskrift;Refereegranskat;Ecological Economics;0921-8009;published;113;;;2015;;;;;;;10.1016/j.ecolecon.2015.03.006;3,53097E+11;01/09/15;01/09/15;01/09/15;;2;1;;;
850364;"Svensson, Henric [esvhe] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]);Hansson, Henrik [fhahe] [0000-0003-4769-9472] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]) (ESEG);Hogland, William [thowi] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359])";Combined Ozone and Biological Treatment of Oak Wood Leachate;Artikel i tidskrift;Refereegranskat;CLEAN - Soil, Air, Water;1863-0650;published;43;4;;2015;;;;;;;10.1002/clen.201400141;3,53385E+11;01/09/15;01/09/15;01/09/15;;3;1;;;
850379;"Månsson, Jonas [jniitl] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för nationalekonomi och statistik (NS) [12357]);Quoreshi, A. M. M. Shahiduzzaman (Swedish Agcy Growth Policy Anal, Sweden ; Blekinge Inst Technol, Sweden)";Evaluating regional cuts in the payroll tax from a firm perspective;Artikel i tidskrift;Refereegranskat;The annals of regional science;0570-1864;published;54;2;;2015;;;;;;;10.1007/s00168-015-0656-2;3,53357E+11;01/09/15;01/09/15;01/09/15;;2;1;;;
850395;"Månsson, Alf [nmaal] [0000-0002-5889-7792] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]);Rassier, Dilson (McGill University, Canada);Tsiavaliaris, Georgios (Hannover Medical School, Germany)";Poorly Understood Aspects of Striated Muscle Contraction;Artikel, forskningsöversikt;Refereegranskat;BioMed Research International;2314-6133;published;;;;2015;;;;;;;10.1155/2015/245154;3,53486E+11;01/09/15;01/09/15;26/05/16;;3;1;;;
850456;"Amin, Vikesh (Cent Michigan Univ, USA);Lundborg, Petter (Lund Univ, Sweden);Rooth, Dan-Olof [eroda] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för nationalekonomi och statistik (NS) [12357]) (Lund Univ, Sweden)";The intergenerational transmission of schooling : Are mothers really less important than fathers?;Artikel i tidskrift;Refereegranskat;Economics of Education Review;0272-7757;published;47;;;2015;;;;;;;10.1016/j.econedurev.2015.01.008;3,59172E+11;01/09/15;01/09/15;01/09/15;;3;1;;;
850705;Löfstedt, Torsten [hloto] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]);Myths, Visions, and Related Literary Forms in the Gospels;Artikel i tidskrift;Refereegranskat;Svensk Exegetisk Årsbok;1100-2298;published;80;;;2015;;Svenska exegetiska sällskapet;;;;http://exegetiskasallskapet.se/SEA/80-2015.html;;;02/09/15;02/09/15;03/05/16;http://lnu.diva-portal.org/smash/get/diva2:850705/FULLTEXT01.pdf;1;1;;;
850912;"Sternudd, Hans T. [hstiped] [0000-0003-2071-349X] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för musik och bild (MB) [12368]);Johansson, Anna (HUMlab, Umeå University)";The Girl in the Corner : Aesthetics of Suffering in a Digitalized Space;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Narratives of Suffering : Meaning and Experience in a Transcultural Approach;2015;;Inter-Disciplinary Press;;;978-1-84888-361-1;http://www.inter-disciplinary.net/publishing/product/narratives-of-suffering-meaning-and-experience-in-a-transcultural-approach/;;;02/09/15;02/09/15;12/05/16;;2;1;;;4th Global Conference: Suffering: A Making Sense Of Project 10-12 November 2013
851051;Nilson, Henrietta [hniehv] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]);Critical pedagogy theory and the family business;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Theoretical Perspectives on Family Businesses;2015;1;Edward Elgar Publishing;;;;;;;03/09/15;03/09/15;15/09/15;;1;2;;;
851273;Forsgren, Peter [pfohum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för film och litteratur (IFL) [12365]) (Concurrences);Pär Lagerkvist och Småland : Från ungdomsuppror till idylliskt minne;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Pär Lagerkvist i text och ton : Pär Lagerkvist-Samfundets årsskrift 2015;2015;;Pär Lagerkvist-Samfundets förlag;"Pär Lagerkvist-Samfundets årsskrift ; 22";1102-6545;9,7892E+12;;;;04/09/15;04/09/15;19/10/15;;1;0;;;
851336;"Sotsenko, Alisa [alsoaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Jansen, Marc [majaac] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Milrad, Marcelo [mmimsi] [0000-0002-6937-345X] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT)";Using a Rich Context Model for People-to-People Recommendation;Konferensbidrag;Refereegranskat;;;;;;2015 3rd International Conference on Future Internet of Things and Cloud (FiCloud), 24-26 Aug. 2015, Rome;2015;;IEEE Computer Society;;;978-1-4673-8103-1/15;;10.1109/FiCloud.2015.68;;04/09/15;04/09/15;15/12/15;;3;1;;;3rd International Conference on Future Internet of Things and Cloud, 24-26 Aug. 2015, Rome
851344;"Ambashta, Ritu D. (Bhabha Atom Res Ctr, India);Bhatnagar, Amit [ambhaa] [0000-0002-3565-9943] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]);Sillanpää, Mika E. T. (Lappeenranta Univ Technol, Finland)";Supported iron-based catalysts under influence of static magnetic field for the removal of TBP and EDTA;Artikel i tidskrift;Refereegranskat;Desalination and Water Treatment;1944-3994;published;54;10;;2015;;;;;;;10.1080/19443994.2014.903206;3,53716E+11;04/09/15;04/09/15;04/09/15;;3;1;;;
851348;"Holm, Maja (Karolinska Institutet ; Ersta Sköndal University College);Carlander, Ida (Ersta Sköndal University College ; Karolinska Institutet);Furst, Carl-Johan (Lund University);Wengstrom, Yvonne (Karolinska Institutet ; Örebro University);Årestedt, Kristofer [vfrkr] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]) (Linköping University);Öhlen, Joakim (Ersta Sköndal University College ; University of Gothenburg);Henriksson, Anette (Karolinska Institutet ; Ersta Sköndal University College ; Dalen Hospital)";Delivering and participating in a psycho-educational intervention for family caregivers during palliative home care : a qualitative study from the perspectives of health professionals and family caregivers;Artikel i tidskrift;Refereegranskat;BMC Palliative Care;1472-684X;published;14;;;2015;;;;;;;10.1186/s12904-015-0015-1;3,53626E+11;04/09/15;04/09/15;25/05/16;;7;1;;;
851352;"Daerga, Per-Anders (Umeå Univ, Sweden);Girhammar, Ulf Arne (Luleå Univ Technol, Sweden);Källsner, Bo [bklips] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för byggteknik (BY) [15500])";A complete timber building system for multi-storey buildings;Konferensbidrag;Refereegranskat;;;;;;Construction Materials and Structures;2014;;;;;978-1-61499-466-4;;;3,53899E+11;04/09/15;04/09/15;04/09/15;;3;0;;;1st International Conference on Construction Materials and Structures, NOV 24-26, 2014, Johannesburg, SOUTH AFRICA
851356;"Davis, Stephen L. (Texas A&M Univ, USA);Roelke, Daniel L. (Texas A&M Univ, USA);Brooks, Bryan W. (Baylor Univ, USA);Lundgren, Veronica [eluve] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]) (Texas A&M Univ, USA);Withrow, Frances (Texas A&M Univ, USA);Scott, W. Casan (Baylor Univ, USA)";Rotifer-Prymnesium parvum interactions : role of lake bloom history on rotifer adaptation to toxins produced by P-parvum;Artikel i tidskrift;Refereegranskat;Aquatic Microbial Ecology;0948-3055;published;75;1;;2015;;;;;;;10.3354/ame01748;3,54393E+11;04/09/15;04/09/15;04/09/15;;6;1;;;
851359;"Bergman, I. M. (Aarhus Univ, Denmark);Okumura, N. ( Inst Soc Technoinnovat Agr Forestry & Fisheries, Japan);Uenishi, H. (Natl Inst Agrobiol Sci, Japan);Hammer, S. E. (Univ Vet Med Vienna, Austria);Knoll, A. (Mendel Univ Brno, Czech Republic);Edfors, Inger [hedin] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]);Juul-Madsen, H. R. (Aarhus Univ, Denmark)";Wild boars from Sweden, Austria, the Czech Republic and Japan possess intact mannose-binding lectin 2 (MBL2) genes;Artikel i tidskrift;Refereegranskat;International Journal of Immunogenetics;1744-3121;published;42;3;;2015;;;;;;;10.1111/iji.12195;3,54388E+11;04/09/15;04/09/15;04/09/15;;7;1;;;
851431;"Tressoldi, Patrizio E. (Università di Padova, Italy);Maier, Markus A. (University of Munich, Germany);Buechner, Vanessa L. (University of Munich, Germany);Khrennikov, Andrei [akhmsi] [0000-0002-9857-0938] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för matematik (MA) [12383])";A macroscopic violation of no-signaling in time inequalities? : How to test temporal entanglement with behavioral observables;Artikel i tidskrift;Refereegranskat;Frontiers in Psychology;1664-1078;published;6;;;2015;;;;;;;10.3389/fpsyg.2015.01061;3,59773E+11;04/09/15;04/09/15;25/05/16;;4;1;;;
851434;"Esparza, Mario (Univ Antofagasta, Chile);Jedlicki, Eugenia (Fdn Ciencia & Vida, Chile);Dopson, Mark [madoaa] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]);Holmes, David S. (Fdn Ciencia & Vida, Chile ; Univ Andres Bello, Chile)";Expression and activity of the Calvin-Benson-Bassham cycle transcriptional regulator CbbR from Acidithiobacillus ferrooxidans in Ralstonia eutropha;Artikel i tidskrift;Refereegranskat;FEMS Microbiology Letters;0378-1097;published;362;15;;2015;;;;;;;10.1093/femsle/fnv108;3,59824E+11;04/09/15;04/09/15;04/09/15;;4;1;;;
851435;Khrennikov, Andrei [akhmsi] [0000-0002-9857-0938] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för matematik (MA) [12383]);Quantum-like model of unconscious-conscious dynamics;Artikel i tidskrift;Refereegranskat;Frontiers in Psychology;1664-1078;published;6;;;2015;;;;;;;10.3389/fpsyg.2015.00997;3,59788E+11;04/09/15;04/09/15;26/05/16;;1;1;;;
851437;"Wamukota, Andrew [ewaan] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]);Crona, B. (Stockholm Univ, Sweden);Osuka, K. ( Vrije Univ Brussel, Belgium ; CORDIO East Africa, Kenya);Daw, Tim M. (Stockholm Univ, Sweden ; Univ E Anglia, UK)";The Importance of Selected Individual Characteristics in Determining Market Prices for Fishers and Traders in Keny an Small-Scale Fisheries;Artikel i tidskrift;Refereegranskat;Society & Natural Resources;0894-1920;published;28;9;;2015;;;;;;;10.1080/08941920.2015.1014600;3,5964E+11;04/09/15;04/09/15;04/09/15;;4;2;;;
851447;"van Zalinge, Harm (Univ Liverpool, UK);Ramsey, Laurence C. (Univ Liverpool, UK);Aveyard, Jenny (Univ Liverpool, UK);Persson, Malin [fpema] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]);Månsson, Alf [nmaal] [0000-0002-5889-7792] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]);Nicolau, Dan V. (Univ Liverpool, UK ; McGill Univ, Canada)";Surface-Controlled Properties of Myosin Studied by Electric Field Modulation;Artikel i tidskrift;Refereegranskat;Langmuir;0743-7463;published;31;30;;2015;;;;;;;10.1021/acs.langmuir.5b01549;3,59278E+11;04/09/15;04/09/15;14/09/15;;6;2;;;
851480;"Sotsenko, Alisa [alsoaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Zbick, Janosch [jazbaa] [0000-0002-6893-0461] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Jansen, Marc [majaac] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Milrad, Marcelo [mmimsi] [0000-0002-6937-345X] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT)";Contextualization of Mobile Learners;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Mobile Learning : Trends, Attitudes and Effectiveness;2015;;Nova Science Publishers, Inc.;Education in a Competitive and Globalizing World;;"978-1-63483-429-2;1634834291";;;;05/09/15;05/09/15;22/03/16;;4;1;;;
851564;"Alpenberg, Jan [jaliej] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355]) (CMAR);Scarbrough, Paul (Brock University, Canada)";Lean Healthcare and Ontario Case Costing : an Examination of Strategic Change and Control System;Konferensbidrag;Refereegranskat;;;;;;Paper presented at the Canadian Academic Accounting Association Annual Conference, Toronto, Canada, May 28-31, 2015;2015;;Social Science Electronic Publishing Inc. (SSEP);;;;;10.2139/ssrn.2538288;;10/07/15;06/09/15;11/04/16;;2;0;;;The Canadian Academic Accounting Association Annual Conference, Toronto, Canada, May 28-31, 2015
852177;"Spikol, Daniel (Malmö University);Ehrenberg, Nils (Malmö University);Cuartielles, David (Arduino Verkstad);Zbick, Janosch [jazbaa] [0000-0002-6893-0461] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT)";Design Strategies for developing a Visual Platform for Physical Computing with Mobile Tools for Project Documentation and Reflection;Konferensbidrag;Refereegranskat;;;;;;Proceedings of the Workshops at the 17th International Conference on Artificial Intelligence in Education AIED 2015, Madrid, Spain, June 22 - 26, 2015;2015;;CEUR-WS.org;"CEUR Workshop Proceedings ; 1432";1613-0073;;"http://ceur-ws.org/Vol-1432/iseole_pap8.pdf;http://ceur-ws.org/Vol-1432/";;;08/09/15;08/09/15;20/01/16;;4;0;;;The 17th International Conference on Artificial Intelligence in Education (AIED), 22-26 June, 2015, Madrid
852178;Kans, Mirka [mkasek] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för maskinteknik (MT) [12382]);Project Management and Communication Skill's Development : Students' Perception on Their Learning;Konferensbidrag;Refereegranskat;;;;;;Proceedings of the 11th International CDIO Conference, Chengdu, China, June 8-11 2015;2015;;Conceive Design Implement Operate, CDIO;;;;;;;08/09/15;08/09/15;17/09/15;http://lnu.diva-portal.org/smash/get/diva2:852178/FULLTEXT01.pdf;1;0;;;11th International CDIO Conference, Chengdu, China, June 8-11 2015
852180;Kans, Mirka [mkasek] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för maskinteknik (MT) [12382]);Experiences from Using Open-Ended and Life-Resembling Problems in a Master Course;Konferensbidrag;Refereegranskat;;;;;;Proceedings of the 11th International CDIO Conference, June 8-11 2015, Chengdu, China;2015;;Conceive Design Implement Operate, CDIO;;;;http://cdio.org/node/6242;;;08/09/15;08/09/15;17/09/15;http://lnu.diva-portal.org/smash/get/diva2:852180/FULLTEXT01.pdf;1;0;;;11th International CDIO Conference, Chengdu, China, June 8-11 2015
852203;"Müller, Maximilian [mamuaa] [0000-0003-1486-1189] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Otero, Nuno [nuotaa] [0000-0003-2446-8727] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]);Alissandrakis, Aris [aralaa] [0000-0003-4162-6475] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]);Milrad, Marcelo [mmimsi] [0000-0002-6937-345X] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385])";Increasing user engagement with distributed public displays through the awareness of peer interactions;Konferensbidrag;Refereegranskat;;;;;;Proceedings of the 4th International Symposium on Pervasive Displays;2015;;ACM Press;;;978-1-4503-3608-6;http://doi.acm.org/10.1145/2757710.2757740;10.1145/2757710.2757740;;08/09/15;08/09/15;13/10/15;;4;1;;;PerDis '15 The International Symposium on Pervasive Displays, Saarbruecken, Germany, June 10-12, 2015
852212;"Müller, Maximilian [mamuaa] [0000-0003-1486-1189] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Otero, Nuno [nuotaa] [0000-0003-2446-8727] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]);Alissandrakis, Aris [aralaa] [0000-0003-4162-6475] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]);Milrad, Marcelo [mmimsi] [0000-0002-6937-345X] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385])";Application features to convey peers' interactions to engage users in a display network;Konferensbidrag;Refereegranskat;;;;;;Proceedings of the 4th International Symposium on Pervasive Displays;2015;;ACM Press;;;978-1-4503-3608-6;http://doi.acm.org/10.1145/2757710.2776815;10.1145/2757710.2776815;;08/09/15;08/09/15;13/10/15;;4;1;;;PerDis '15 The International Symposium on Pervasive Displays, Saarbruecken, Germany, June 10-12, 2015
852222;"José, Rui (University of Minho, Portugal);Müller, Maximilian [mamuaa] [0000-0003-1486-1189] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Felix, André (Displr, Braga, Portugal);Silva, Bruno (Displr, Braga, Portugal)";An application framework for place-based displays with mobile interaction;Konferensbidrag;Refereegranskat;;;;;;Proceedings of the 4th International Symposium on Pervasive Displays;2015;;ACM Press;;;978-1-4503-3608-6;http://doi.acm.org/10.1145/2757710.2776807;10.1145/2757710.2776807;;08/09/15;08/09/15;15/12/15;;4;1;;;PerDis '15 The International Symposium on Pervasive Displays, Saarbruecken, Germany, June 10-12, 2015
852254;Hedberg, Marie [mheiped] [0000-0002-9123-3357] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för idrottsvetenskap (ID) [12371]);Stora brister i tränares kompetensutveckling;Artikel i tidskrift;Övrigt vetenskapligt;Svensk Idrottsforskning: Organ för Centrum för Idrottsforskning;1103-4629;published;2;;;2015;;;;;;http://centrumforidrottsforskning.se/article/stora-brister-i-tranares-kompetensutveckling/;;;08/09/15;08/09/15;16/02/16;;1;1;;;
